Gene	Gene name	Reliability	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000145425	RPS3A	Enhanced	Cytosol;Endoplasmic reticulum;Nucleoli				Endoplasmic reticulum			Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730)
ENSG00000145431	PDGFC	Supported		Cytosol;Plasma membrane						Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000145476	CYP4V2	Approved			Nuclear speckles					Nuclear speckles (GO:0016607)
ENSG00000145495	MARCH6	Supported		Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000145555	MYO10	Supported		Cytosol;Plasma membrane	Nucleoli					Cytosol (GO:0005829);Nucleoli (GO:0005730);Plasma membrane (GO:0005886)
ENSG00000145569	FAM105A	Approved			Cytosol;Nucleoli					Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000145604	SKP2	Supported		Cytosol;Nucleus						Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000145623	OSMR	Approved			Nucleoli					Nucleoli (GO:0005730)
ENSG00000145626	UGT3A1	Approved			Cytosol;Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000145632	PLK2	Approved			Cytosol;Mitochondria;Nucleoplasm			Mitochondria		Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000145675	PIK3R1	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000145681	HAPLN1	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000145685	LHFPL2	Approved			Actin filaments;Vesicles					Actin filaments (GO:0015629);Vesicles (GO:0043231)
ENSG00000145687	SSBP2	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000145692	BHMT	Supported		Cytosol			Cytosol			Cytosol (GO:0005829)
ENSG00000145703	IQGAP2	Approved			Plasma membrane;Vesicles					Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000145721	LIX1	Approved			Cytokinetic bridge;Cytosol;Vesicles		Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000145723	GIN1	Approved			Nucleoli;Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000145725	PPIP5K2	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000145730	PAM	Approved			Cytosol;Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000145736	GTF2H2	Supported		Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000145740	SLC30A5	Supported		Golgi apparatus	Nucleus					Golgi apparatus (GO:0005794);Nucleus (GO:0005634)
ENSG00000145741	BTF3	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000145743	FBXL17	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000145757	SPATA9	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000145779	TNFAIP8	Approved			Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000145780	FEM1C	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000145781	COMMD10	Uncertain		Cytosol		Plasma membrane				Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000145808	ADAMTS19	Approved			Midbody;Vesicles				Midbody (biological definition)	Midbody (GO:0030496);Vesicles (GO:0043231)
ENSG00000145817	YIPF5	Supported		Endoplasmic reticulum;Golgi apparatus;Vesicles	Nucleoplasm					Endoplasmic reticulum (GO:0005783);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000145819	ARHGAP26	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000145832	SLC25A48	Approved			Actin filaments;Intermediate filaments					Actin filaments (GO:0015629);Intermediate filaments (GO:0045111)
ENSG00000145833	DDX46	Enhanced	Nuclear speckles							Nuclear speckles (GO:0016607)
ENSG00000145860	RNF145	Approved			Cytosol;Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000145861	C1QTNF2	Approved			Centrosome;Golgi apparatus					Centrosome (GO:0005813);Golgi apparatus (GO:0005794)
ENSG00000145868	FBXO38	Supported		Nucleoplasm;Plasma membrane	Cytokinetic bridge;Cytosol		Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000145882	PCYOX1L	Approved			Mitochondria;Nucleoplasm					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000145901	TNIP1	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000145907	G3BP1	Enhanced	Cytosol							Cytosol (GO:0005829)
ENSG00000145908	ZNF300	Supported		Nucleoli;Nucleoplasm						Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000145911	N4BP3	Supported			Centrosome;Nucleoplasm					Centrosome (GO:0005813);Nucleoplasm (GO:0005654)
ENSG00000145912	NHP2	Supported		Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000145916	RMND5B	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000145920	CPLX2	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000145934	TENM2	Approved			Nucleoli		Nucleoli			Nucleoli (GO:0005730)
ENSG00000145945	FAM50B	Enhanced	Cytokinetic bridge;Nucleoplasm				Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Nucleoplasm (GO:0005654)
ENSG00000145982	FARS2	Approved			Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000145990	GFOD1	Approved			Cytosol;Nucleoplasm;Plasma membrane			Cytosol;Nucleoplasm		Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000145996	CDKAL1	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000146007	ZMAT2	Approved			Mitochondria;Nucleus					Mitochondria (GO:0005739);Nucleus (GO:0005634)
ENSG00000146013	GFRA3	Uncertain				Cytosol;Plasma membrane				Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000146038	DCDC2	Enhanced	Cytosol;Microtubule organizing center;Microtubules;Mitotic spindle				Cytosol		Mitotic spindle (biological definition)	Cytosol (GO:0005829);Microtubule organizing center (GO:0005815);Microtubules (GO:0015630);Mitotic spindle (GO:0072686)
ENSG00000146054	TRIM7	Approved			Cytosol;Nucleoplasm;Vesicles					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000146063	TRIM41	Supported		Nuclear bodies;Nucleoli						Nuclear bodies (GO:0016604);Nucleoli (GO:0005730)
ENSG00000146066	HIGD2A	Supported		Mitochondria	Cytosol					Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000146067	FAM193B	Enhanced	Nucleus		Nucleoli					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000146070	PLA2G7	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000146083	RNF44	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000146085	MUT	Approved			Cytosol;Mitochondria					Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000146090	RASGEF1C	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000146109	ABT1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000146112	PPP1R18	Approved			Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000146122	DAAM2	Supported		Nucleoplasm	Cytosol;Vesicles					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000146143	PRIM2	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000146147	MLIP	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000146166	LGSN	Approved			Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000146197	SCUBE3	Supported		Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000146215	CRIP3	Approved			Nuclear speckles					Nuclear speckles (GO:0016607)
ENSG00000146216	TTBK1	Supported		Cytosol		Nucleoplasm				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000146221	TCTE1	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000146223	RPL7L1	Approved			Mitochondria;Nucleoli					Mitochondria (GO:0005739);Nucleoli (GO:0005730)
ENSG00000146232	NFKBIE	Supported		Cytosol;Nucleoli fibrillar center;Nucleus						Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650);Nucleus (GO:0005634)
ENSG00000146242	TPBG	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000146243	IRAK1BP1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000146247	PHIP	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000146263	MMS22L	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000146267	FAXC	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000146278	PNRC1	Approved			Nucleoli;Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000146281	PM20D2	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000146282	RARS2	Approved			Cytosol;Nuclear bodies					Cytosol (GO:0005829);Nuclear bodies (GO:0016604)
ENSG00000146285	SCML4	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000146350	TBC1D32	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000146376	ARHGAP18	Approved			Cytosol;Nuclear speckles;Plasma membrane					Cytosol (GO:0005829);Nuclear speckles (GO:0016607);Plasma membrane (GO:0005886)
ENSG00000146386	ABRACL	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000146409	SLC18B1	Supported		Cytosol	Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000146410	MTFR2	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000146411	SLC2A12	Enhanced	Cell Junctions;Plasma membrane							Cell Junctions (GO:0030054);Plasma membrane (GO:0005886)
ENSG00000146414	SHPRH	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000146416	AIG1	Approved			Golgi apparatus		Golgi apparatus			Golgi apparatus (GO:0005794)
ENSG00000146425	DYNLT1	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000146426	TIAM2	Supported		Cytosol;Nucleoli fibrillar center;Nucleoplasm			Nucleoplasm			Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000146433	TMEM181	Approved			Golgi apparatus;Vesicles					Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000146457	WTAP	Enhanced	Nuclear speckles	Nucleoplasm						Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000146463	ZMYM4	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000146469	VIP	Approved			Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000146476	ARMT1	Approved			Cytosol;Nuclear bodies;Nucleus					Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleus (GO:0005634)
ENSG00000146477	SLC22A3	Approved			Cytosol;Nucleoplasm;Vesicles					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000146530	VWDE	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000146535	GNA12	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000146540	C7orf50	Approved			Nucleoli;Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000146555	SDK1	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000146574	CCZ1B	Enhanced	Vesicles				Vesicles			Vesicles (GO:0043231)
ENSG00000146576	C7orf26	Approved			Cytosol;Intermediate filaments;Nucleoli;Nucleus					Cytosol (GO:0005829);Intermediate filaments (GO:0045111);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000146587	RBAK	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000146592	CREB5	Approved			Nucleus;Plasma membrane;Vesicles					Nucleus (GO:0005634);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000146648	EGFR	Enhanced	Plasma membrane							Plasma membrane (GO:0005886)
ENSG00000146670	CDCA5	Supported		Nucleoplasm			Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000146674	IGFBP3	Approved			Cytosol;Nucleoplasm;Vesicles					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000146676	PURB	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000146678	IGFBP1	Approved			Golgi apparatus		Golgi apparatus			Golgi apparatus (GO:0005794)
ENSG00000146701	MDH2	Enhanced	Mitochondria				Mitochondria			Mitochondria (GO:0005739)
ENSG00000146707	POMZP3	Approved			Nuclear membrane;Nucleoplasm					Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000146729	GBAS	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000146731	CCT6A	Approved			Cytosol		Cytosol			Cytosol (GO:0005829)
ENSG00000146733	PSPH	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000146755	TRIM50	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000146757	ZNF92	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000146776	ATXN7L1	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000146826	C7orf43	Enhanced	Microtubule organizing center;Vesicles		Plasma membrane					Microtubule organizing center (GO:0005815);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000146830	GIGYF1	Approved			Microtubules;Vesicles					Microtubules (GO:0015630);Vesicles (GO:0043231)
ENSG00000146833	TRIM4	Supported		Cytosol	Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000146834	MEPCE	Approved			Cell Junctions;Nucleoplasm		Nucleoplasm			Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654)
ENSG00000146842	TMEM209	Approved			Nuclear membrane;Nuclear speckles;Vesicles					Nuclear membrane (GO:0031965);Nuclear speckles (GO:0016607);Vesicles (GO:0043231)
ENSG00000146856	AGBL3	Uncertain				Cytosol;Mitochondria;Nuclear speckles	Mitochondria			Cytosol (GO:0005829);Mitochondria (GO:0005739);Nuclear speckles (GO:0016607)
ENSG00000146858	ZC3HAV1L	Enhanced	Cytosol							Cytosol (GO:0005829)
ENSG00000146909	NOM1	Enhanced	Nucleoli							Nucleoli (GO:0005730)
ENSG00000146918	NCAPG2	Supported		Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000146950	SHROOM2	Approved			Cell Junctions;Cytosol;Plasma membrane		Cell Junctions			Cell Junctions (GO:0030054);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000146963	LUC7L2	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000147003	TMEM27	Approved			Endoplasmic reticulum;Vesicles					Endoplasmic reticulum (GO:0005783);Vesicles (GO:0043231)
ENSG00000147010	SH3KBP1	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000147027	TMEM47	Approved			Nuclear membrane					Nuclear membrane (GO:0031965)
ENSG00000147036	LANCL3	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000147041	SYTL5	Approved			Cytosol;Microtubules;Nucleoplasm					Cytosol (GO:0005829);Microtubules (GO:0015630);Nucleoplasm (GO:0005654)
ENSG00000147044	CASK	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000147050	KDM6A	Approved			Nucleoli		Nucleoli			Nucleoli (GO:0005730)
ENSG00000147059	SPIN2A	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000147065	MSN	Enhanced	Plasma membrane							Plasma membrane (GO:0005886)
ENSG00000147082	CCNB3	Supported		Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000147099	HDAC8	Supported		Nucleus;Plasma membrane						Nucleus (GO:0005634);Plasma membrane (GO:0005886)
ENSG00000147100	SLC16A2	Approved			Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000147118	ZNF182	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000147121	KRBOX4	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000147123	NDUFB11	Enhanced	Mitochondria							Mitochondria (GO:0005739)
ENSG00000147124	ZNF41	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000147130	ZMYM3	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000147133	TAF1	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000147138	GPR174	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000147140	NONO	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000147144	CCDC120	Uncertain				Mitochondria	Mitochondria			Mitochondria (GO:0005739)
ENSG00000147145	LPAR4	Supported		Plasma membrane	Vesicles	Nuclear bodies				Nuclear bodies (GO:0016604);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000147155	EBP	Supported		Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000147162	OGT	Supported		Nucleoplasm;Plasma membrane						Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000147166	ITGB1BP2	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000147168	IL2RG	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000147174	GCNA	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000147180	ZNF711	Approved			Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000147202	DIAPH2	Supported		Vesicles	Endoplasmic reticulum;Nucleoli					Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730);Vesicles (GO:0043231)
ENSG00000147206	NXF3	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000147224	PRPS1	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000147231	CXorf57	Approved			Intermediate filaments		Intermediate filaments			Intermediate filaments (GO:0045111)
ENSG00000147251	DOCK11	Approved			Nuclear membrane;Nucleoli					Nuclear membrane (GO:0031965);Nucleoli (GO:0005730)
ENSG00000147255	IGSF1	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000147256	ARHGAP36	Approved			Nucleus;Plasma membrane;Vesicles		Nucleus;Plasma membrane;Vesicles			Nucleus (GO:0005634);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000147257	GPC3	Approved			Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000147274	RBMX	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000147316	MCPH1	Uncertain				Nuclear bodies;Nucleoplasm				Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000147324	MFHAS1	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000147381	MAGEA4	Approved			Cytosol;Nuclear speckles					Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000147383	NSDHL	Enhanced	Endoplasmic reticulum;Lipid droplets							Endoplasmic reticulum (GO:0005783);Lipid droplets (GO:0005811)
ENSG00000147394	ZNF185	Supported		Actin filaments;Cytosol;Focal adhesion sites;Plasma membrane						Actin filaments (GO:0015629);Cytosol (GO:0005829);Focal adhesion sites (GO:0005925);Plasma membrane (GO:0005886)
ENSG00000147403	RPL10	Enhanced	Cytosol;Endoplasmic reticulum							Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783)
ENSG00000147408	CSGALNACT1	Supported		Actin filaments						Actin filaments (GO:0015629)
ENSG00000147416	ATP6V1B2	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000147419	CCDC25	Approved			Cytosol;Golgi apparatus;Nucleoplasm					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000147421	HMBOX1	Enhanced	Cytosol;Nuclear bodies;Nucleoplasm				Nuclear bodies;Nucleoplasm			Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000147457	CHMP7	Supported		Cytosol;Nucleus						Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000147459	DOCK5	Enhanced	Cytosol				Cytosol			Cytosol (GO:0005829)
ENSG00000147471	PROSC	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000147475	ERLIN2	Supported		Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000147485	PXDNL	Approved		Cytosol		Nucleoplasm				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000147535	PLPP5	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000147536	GINS4	Supported		Nucleoplasm	Centrosome					Centrosome (GO:0005813);Nucleoplasm (GO:0005654)
ENSG00000147548	NSD3	Approved		Nucleoplasm	Mitochondria					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000147570	DNAJC5B	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000147573	TRIM55	Approved			Cytosol;Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000147576	ADHFE1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000147586	MRPS28	Enhanced	Mitochondria							Mitochondria (GO:0005739)
ENSG00000147592	LACTB2	Supported		Cytosol;Golgi apparatus;Nucleus						Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleus (GO:0005634)
ENSG00000147596	PRDM14	Uncertain				Nucleoplasm				Nucleoplasm (GO:0005654)
ENSG00000147601	TERF1	Supported		Nuclear bodies	Nucleoli fibrillar center					Nuclear bodies (GO:0016604);Nucleoli fibrillar center (GO:0001650)
ENSG00000147604	RPL7	Approved			Cytosol;Endoplasmic reticulum;Nucleoli					Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730)
ENSG00000147614	ATP6V0D2	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000147642	SYBU	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000147649	MTDH	Enhanced	Endoplasmic reticulum							Endoplasmic reticulum (GO:0005783)
ENSG00000147650	LRP12	Approved			Mitochondria;Nucleoli fibrillar center;Plasma membrane					Mitochondria (GO:0005739);Nucleoli fibrillar center (GO:0001650);Plasma membrane (GO:0005886)
ENSG00000147654	EBAG9	Enhanced	Golgi apparatus							Golgi apparatus (GO:0005794)
ENSG00000147669	POLR2K	Approved			Cytosol;Nucleoli;Nucleus					Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000147677	EIF3H	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000147679	UTP23	Approved			Nucleoli					Nucleoli (GO:0005730)
ENSG00000147684	NDUFB9	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000147687	TATDN1	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000147689	FAM83A	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
